event_id,datetime_utc,datetime_local,date,date_uncertain,time_local,time_known,time_precision,time_label,time_category,time_note,region,city,place,refs,event_zh,context_zh,source_chapter
E0011,1946-01-01,1946-01-01,1946-01-01,True,,False,,,,,其他,南京,,89.0,1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89],中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0012,1946-04-01,1946-04-01,1946-04-01,True,,False,fuzzy,1946年4月,unknown,僅提及月份,其他,全臺,省參議會,137.0,"以1946年4月選舉省參議員之事來看，當時應選名額僅30名，然而全臺登記參選省參議員的候選名額，竟高達1,180人之多。其中，以臺南縣為例，應選名額僅有4名，但候選人卻有481人。[137]","戰後初期的臺灣，由於甫脫離日本人的殖民統治，一般人對於新的時代充滿殷切的期待，特別是地方上的士紳階層或知識份子更是興起一股參政的熱潮，以貢獻己力、與聞政治為榮。例如以1946年4月選舉省參議員之事來看，當時應選名額僅30名，然而全臺登記參選省參議員的候選名額，竟高達1,180人之多。其中，以臺南縣為例，應選名額僅有4名，但候選人卻有481人。[137]從參選的踴躍情況，可以想見當時人們對政治的高度興趣與期待。",ch02_0002_1.1_一打擊臺人心理導致長期對政治恐懼與冷漠
E0013,1946-05-05,1946-05-05,1946-05-05,False,,False,,,,,其他,南京,,,1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼,中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0014,1946-06-01,1946-06-01,1946-06-01,True,,False,fuzzy,1946年6月,未知,,其他,南京市,南京,,1946年6月「臺灣光復致敬團」成員在南京與蔣介石合影。,1946年6月「臺灣光復致敬團」成員在南京與蔣介石合影。（前排左3丘念台、左4林獻堂、左5蔣介石，林獻堂左後為陳炘）（吳三連臺灣史料基金會提供）,ch03_0001_1.1_一各方期待的宣慰任務
E0015,1946-07-01,1946-07-01,1946-07-01,True,,False,,,,,其他,南京,,,同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」,中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0016,1946-07-01,1946-07-01,1946-07-01,True,,False,,,,,其他,,,94.0,例如1946年7月民盟活躍人士李公樸、聞一多先後被特務暗殺,當1947年2月國府軍在山東萊蕪被共軍大敗，總指揮李仙洲以下官兵約5萬人被俘，蔣介石在日記中說：「本月下旬，實為軍事最危急之時期也。」「二月既為我在軍事、經濟、政治上最拮据困難之一月，而英、美各國輿論之熱嘲冷罵，更為難堪，國內反動份子所謂『民主同盟』等又從而煽惑人心，擾亂社會，惟恐經濟政策之不速崩潰，故不惜竭其全力以求一逞，今後之困難，必日甚一日，可不蹈厲奮發乎。」[92]研究國共內戰以及二次世界大戰戰後中美蘇「三國四方」關係的學者，大致可以接受一個結論：美蘇之間在中國有限的相互遏制，使國共雙方可以依靠自己的實力和能力一競雄長；[93]進一步說，所謂實力和能力不全然指軍事方面，國民黨的失敗還包括政治方面之逐漸失去民心，例如1946年7月民盟活躍人士李公樸、聞一多先後被特務暗殺，又如1947年2月17日，北平市動員憲警八千餘人，午夜侵入民家大肆搜捕，前後一共捕去市民二千餘名；3月1日，蘇州軍警午夜施行全城大搜查，捕去市民六百餘人。[94]對此現象有論者分析道：「國民黨政府在各種各樣的危機襲擊下，已經喪失了功用。現在，它已經不能不採取公開的法西斯的恐怖統治了。」[95]當時著名的政論雜誌《觀察》週刊主編儲安平也歸納地說：「這二十年來國民黨只聚精會神在做一件事，就是加強消極的政治控制，以求政權的鞏固。」其結果當然影響到積極的建設工作，同時造成偏激者上梁山，中庸者潔身自好，柔弱者頹靡消沈，國家盡失棟梁、社會無復正氣，總之這是一種「失敗的統治」。[96],ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0017,1946-08-01,1946-08-01,1946-08-01,True,,False,fuzzy,1946年8月,未知,,其他,南京,南京國民政府大禮堂,53.0,1946年8月，丘念台帶領一群臺灣各界知名人士組成的「臺灣光復致敬團」赴中國訪問，重點是晉謁蔣主席並向中央各機關首長致敬，具有化解隔膜、加強聯繫的用意[53]。,1946年8月，丘念台帶領一群臺灣各界知名人士組成的「臺灣光復致敬團」赴中國訪問，重點是晉謁蔣主席並向中央各機關首長致敬，具有化解隔膜、加強聯繫的用意[53]，致敬團成員之一的葉榮鐘，在1947年3月知道白崇禧「奉蔣主席的命令要來處理事變」，遂作〈白部長的印象〉一文，憶起去年參加致敬團在南京國民政府大禮堂看到白崇禧演講的情形，「只覺得這位軍官非常精悍而有魄力」、「乃是一位魁梧奇偉、溫而厲、威而不猛的將材」[54]，聽不懂「國語」的葉榮鐘，初見面即對白崇禧有這樣主觀的好印象，恐怕是過度期待的心情有以致之，但不知白崇禧於4月2日搭機離臺返京之後，葉榮鐘是否感到期待落空。,ch03_0001_1.1_一各方期待的宣慰任務
E0018,1946-10-01,1946-10-01,1946-10-01,True,,False,,,,蔣介石夫婦首次來臺,其他,臺北市,草山賓館;日月潭涵碧樓,97.0,1946年10月，臺灣慶祝「光復」一週年，蔣介石夫婦首次來臺，先是住在臺北市郊的草山賓館，然後飛臺中，住在日月潭的涵碧樓，當時隨行的侍從祕書周宏濤得到一個印象：「雖然語言不通，但我仍可感受得到民眾的熱情。」,1946年10月，臺灣慶祝「光復」一週年，蔣介石夫婦首次來臺，先是住在臺北市郊的草山賓館，然後飛臺中，住在日月潭的涵碧樓，當時隨行的侍從祕書周宏濤得到一個印象：「雖然語言不通，但我仍可感受得到民眾的熱情。」對於四個月後發生的二二八事件，周宏濤認為：「中央正處於內憂外患的時刻。行政院長宋子文及中央銀行總裁貝祖詒都於3月1日辭職，蔣公兼任行政院長，隨後又身兼改組完成的全國經濟委員會委員長。⋯⋯這次暴動使得臺灣人民和中央之間的感情發生裂痕，⋯⋯但那時國事如麻，更多嚴重待決的問題在全國各地蜂擁而起，二二八事件後來就沒有受到太多的注意，沒想到以後整個局勢丕變，政府退守臺灣，一晃眼就是半世紀，二二八事件的影響力這才逐漸浮現。」[97]一個長年在侍從室工作、近身陪伴蔣介石、並且有寫日記習慣的人，所描述的也許是蔣介石的部分心情，但是對於甫經半世紀的日本統治，只求「祖國」公平合理對待的臺灣民眾而言，所謂「國事如麻」、所謂「沒想到」，實難作為屠殺事件的藉口。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0019,1946-10-25,1946-10-25,1946-10-25,True,,False,exact,去年今日,日間,指《民報》於臺灣光復一週年時發表社論之日,其他,,臺灣大學,160.0,誠如事件受難者、臺灣大學教授林茂生所創辦之《民報》在社論〈記取去年今日〉一文所指出：「鳥兔匆匆，倏忽已經過一週年了，回憶一年前此日的情景，猶歷歷存在我們的心裡。可是我們拿一年前此日的社會狀態和臺胞的心理作用，與今日的實況互相作〔比〕較，大有今昔之感。現在百物騰貴，民生困苦，盜賊增加，治安未上軌道。貪污日盛，政治尚缺修明，人民不滿發而為之怨言，期待失望，興奮與熱情俱歸冰冷，與去年今日恰成反比例。」[160],二二八事件的爆發，除陳儀政府的貪污腐敗所引起的民怨有關外，族群之間的衝突也有關聯。然而往前來看，在日本戰敗投降後，臺灣人重回到「祖國」的懷抱，半世紀以來的辛酸心情驅使他們歡欣鼓舞，從張燈結綵、列隊歡迎祖國軍隊的熱鬧場面，到人人爭相學習北京話、參加各種政治團體等學習活動，無不說明當時臺灣人滿心歡喜迎接祖國人士的到來。不過，因彼此生活習慣、文化思想的不同，以及部份來臺軍警的惡劣行為，讓臺灣人對「祖國」人士的幻想與好感破滅。誠如事件受難者、臺灣大學教授林茂生所創辦之《民報》在社論〈記取去年今日〉一文所指出：「鳥兔匆匆，倏忽已經過一週年了，回憶一年前此日的情景，猶歷歷存在我們的心裡。可是我們拿一年前此日的社會狀態和臺胞的心理作用，與今日的實況互相作〔比〕較，大有今昔之感。現在百物騰貴，民生困苦，盜賊增加，治安未上軌道。貪污日盛，政治尚缺修明，人民不滿發而為之怨言，期待失望，興奮與熱情俱歸冰冷，與去年今日恰成反比例。」[160],ch02_0002_1.4_四加深族群隔閡不利臺灣文化發展
E0020,1946-11-15,1946-11-15,1946-11-15,False,,False,,,,,其他,南京,,,國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加,中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0021,1946-12-25,1946-12-25,1946-12-25,False,,False,,,,,其他,南京,,,大會仍然在12月25日通過中華民國憲法,中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0022,1947-01-01,1947-01-01,1947-01-01,False,,False,,,,,其他,南京,,,並訂於翌（1947）年1月1日公布,中日戰爭於1945年8月結束，儘管戰爭期間國民黨與共產黨摩擦糾紛不斷，但是在野民主黨派（或稱第三勢力）一再鼓吹國共兩黨應該「從事政治解決而不用兵」，以及美國介入調停的影響，而有1946年1月的「政治協商會議」，針對政府組織、施政綱領、國民大會、憲法草案、軍事問題達成一定的共識；不久卻又因為國民政府委員名額分配起了爭議，以及國民黨要求中共軍隊先「國家化」、中共則要求國民黨政府先「民主化」（開放政權）而僵持、而破裂。[89]1946年5月5日國民政府自重慶遷回南京的時候，東北的國共軍事衝突已經如火如荼，同年7月，南京政府或因軍事上暫居優勢，乃決定於11月12日召開國民大會，準備實施憲政，以抵制中共所訴求之「聯合政府」；國民大會終於在11月15日召開，出席的除國民黨代表尚有青年黨、民主社會黨代表，中共及民主同盟則拒不參加，大會仍然在12月25日通過中華民國憲法，並訂於翌（1947）年1月1日公布、12月25日施行。,ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0023,1947-01-01,1947-01-01,1947-01-01,True,,False,,,,,其他,南京,,90.0,1947年1月，代表美國政府來調停國共內戰的馬歇爾（Georgec.Marshall）可謂「任務失敗」準備離華，行前發表的報告說：中國和平的最大障礙為國、共兩黨的猜疑，國民黨對於促成聯合政府的一切努力無不反對，共產黨則不惜以任何手段企圖顛覆國民政府。[90],1947年1月，代表美國政府來調停國共內戰的馬歇爾（Georgec.Marshall）可謂「任務失敗」準備離華，行前發表的報告說：中國和平的最大障礙為國、共兩黨的猜疑，國民黨對於促成聯合政府的一切努力無不反對，共產黨則不惜以任何手段企圖顛覆國民政府。[90]隨後美國駐華大使司徒雷登（JohnLeightonStuart）雖然轉達蔣介石願意「竭誠商談停止衝突」的意思給中共，中共的回答是必須取消國民大會所制定的憲法，並恢復一年前停戰時的軍事位置，國民政府不允，各地惡戰再起。1月29日司徒雷登聲明：終止美國與軍事三人小組及軍事調處執行部的關係。美國的調處徹底失敗。[91],ch03_0002_1.1_一1947年前後的南京政府與蔣介石
E0024,1947-01-11,1947-01-11,1947-01-11,False,,False,fuzzy,,,,其他,臺北市,臺灣省行政長官公署,98.0,臺灣省行政長官兼警備總司令陳儀曾於1月11日函呈蔣介石，謂行憲之後現役軍人不得兼任文官職，且他已65歲，希望准予退役解除軍職，他同時推薦湯恩伯、李良榮「二員中擇一調任臺灣省警備總司令或令先任副總司令經過數月半年以後升充總司令」；[98],二二八事件發生之前，臺灣省行政長官兼警備總司令陳儀曾於1月11日函呈蔣介石，謂行憲之後現役軍人不得兼任文官職，且他已65歲，希望准予退役解除軍職，他同時推薦湯恩伯、李良榮「二員中擇一調任臺灣省警備總司令或令先任副總司令經過數月半年以後升充總司令」；[98]蔣介石在2月10日答覆：「臺省軍務主管並不變更，故繼任人選亦不必擬議，據報共黨份子已潛入臺灣漸起作用，此事應嚴加防制，勿令其有一個細胞遺禍將來。臺灣不比內地，軍政長官自可權宜處置也。」[99]所謂的權宜處置可能有兩種意思，一是軍政不必分立，二是對付共黨份子可以比內地更為嚴厲，無論如何，如此函電往來顯示蔣對陳儀的信任和授權。,ch03_0002_1.2_二蔣介石掌握事變中的各種資訊
