event_id,datetime_utc,datetime_local,date,time_local,time_known,time_precision,time_label,time_category,time_note,region,city,place,refs,event_zh,source_chapter,date_uncertain,context_zh
E0040,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,群眾至中山路路口後,北部,台北市,中山路路口、長官公署廣場前,30,但群眾至中山路路口，尚未到公署廣場前，即為配備整齊之士兵舉槍阻擋。不久，槍聲響起，民眾奔逃，有人傷亡倒地。此即公署衛兵開槍事件，也是局勢惡化之關鍵所在。,ch02_01_1.1.2.2_2公署開槍事件,,
E0041,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,描述開槍瞬間,北部,台北市,長官公署前,31,《台灣新生報》之報導：群眾向公署前進時，衛兵舉槍阻止，旋聞槍聲大響，市民死二人、傷數人。,ch02_01_1.1.2.2_2公署開槍事件,,
E0042,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,警總及公署說法,北部,台北市,公署前門廣場,32,據警總及公署之報告：暴徒衝至前門廣場（一説公署大門），搶劫衛士槍枝，並開槍擊傷一名。衛士乃開槍還擊，擊斃、擊傷各一，並當場捕獲暴徒六人。,ch02_01_1.1.2.2_2公署開槍事件,,
E0043,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,葛敬恩之說法,北部,台北市,長官公署二樓陽台,33;34;35,葛敬恩之說：民國七十一年，曾親歷二二八事件之《上海新聞報》記者王康撰文稱，祕書長葛敬恩面告他説，當他與陳儀走到二樓陽台，欲對群眾講話時，忽然有人用手槍自群眾中向陳氏射擊，但未命中。警衛聞聲，立即開槍還擊。,ch02_01_1.1.2.2_2公署開槍事件,,
E0044,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,一般著作之說,北部,台北市,公署門口,36;37;38;39,一般著作之説：群眾至公署門口請願時，忽然公署樓上衛兵以機槍掃射，而發生群眾死傷事件。有曰當場死三人，傷三人（後亦死）。有曰當場死三人，輕重傷十數人（其中三人死亡）。有曰六人倒地，其中二人仍活著，由聯合國救濟總署記者EdwardE.Paine召人力車送醫救治。有曰至少死四人，傷者未詳。,ch02_01_1.1.2.2_2公署開槍事件,,
E0045,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,約五分鐘後,下午,目擊者證言,北部,台北市,長官公署,41,據一目擊者稱：群眾至公署時，只見佈滿武裝士兵，約五分鐘後，突然槍聲大起，民眾紛紛倒下來，但不知死傷多少。,ch02_01_1.1.2.2_2公署開槍事件,,
E0046,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,目擊者證言，機槍二度響起,北部,台北市,距公署大門約五十公尺處,42,另一位目擊者稱，在隊伍行至距公署大門約五十公尺處，屋頂的機關槍聲即響起，前頭四、五人倒下。中彈者先離地一跳，才撲倒。不久，機槍二度響起，又有三、四人倒下。,ch02_01_1.1.2.2_2公署開槍事件,,
E0047,1947-02-28T05:05:00Z,1947-02-28T13:05:00+08:00,1947-02-28,13:05,True,fuzzy,不久,下午,記者周夢江描述,北部,台北市,公署廣場,43,現場採訪之《中外日報》記者周夢江描述稱：大批群眾擁至公署廣場，大鐵門緊閉著，他還未下車，「一陣密集的槍聲響了，子彈從天空呼嘯而下」；事後查知公署屋頂架著重機槍向群眾掃射，「當場打死三人，傷數十人」。,ch02_01_1.1.2.2_2公署開槍事件,,
E0048,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二十八日下午二時許,下午,約14時,北部,台北市,中山公園、台灣廣播電台,46,二十八日下午二時許，民眾聚會於中山公園（今新公園），隨後進佔公園內的台灣廣播電台，向全省廣播。內容主要為批判貪污現象、米糧外運、民不聊生等，並號召民眾起而驅逐各地的官吏以求自存。惟亦有謂板橋轉播站因抵制而未予轉播，消息只在台北地區流傳。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0049,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,下午時刻,下午,下午,北部,台北市,郵政總局,49,據警總「通報」，下午時刻，群眾千餘人在郵政總局聚會，軍警驅逐不散，乃發生衝突，民眾傷亡十數人。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0050,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,下午,下午,下午,北部,台北市,本町正華旅社、虎標永安堂,50,此外，民眾也遷怒外省人，濫施報復。本町正華旅社與虎標永安堂首先遭殃，不但門窗玻璃被搗碎，物品亦被搬岀焚燬。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0051,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,下午,下午,事件初起時,北部,台北市,本町、台北車站、台北公園、榮町、永樂町、太平町、萬華,51;52;53;54;55;56;57,民眾不僅燬物，也對外省人不分青紅皀白地屈辱毆打。在本町、台北車站、台北公園、榮町、永樂町、太平町、萬華等地，均有不少外省人無端挨打。新竹縣長朱文伯與台北市地政局長亦遭羞辱或痛毆。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0052,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,exact,下午二時,下午,14:00,北部,台北市,台北市參議會,58,下午二時，台北市參議會召開緊急會議，決議推選省參議會議長黃朝琴為代表，率市參議員去面見陳長官。參議員痛陳緝私之諸種弊端，如縱容不法官商而欺壓攤販、緝私員帶槍執勤、警察大隊之存在等。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0053,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,False,fuzzy,其間,下午,發生開槍事件,北部,台北市,行政長官公署,,公署衛兵開槍事件，亂事益發不可收拾。,ch02_01_1.1.2_2事件之爆發公署請願與衞兵開槍事件,,
E0054,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二月二十八日下午,下午,,北部,台北縣板橋鎮,板橋車站,150;151;152,二月二十八日下午，數百名民眾包圍板橋車站，攔截火車，將車上外省公務員一律當做貪官污吏，拖下毆打。據悉，外省人重傷三人，輕傷者十餘人，行李亦被檢查，發現有大量現鈔者即當作不義財源，予以燒燬，一干人且被拘押，送至集中營。公署報告亦稱，板橋鎮民在「共黨分子」林日高、林樑材領導下，聚眾毆打外省人，搗毀公務員宿舍。按，林日高在民國十九年已脫離台共組織，民國三十四年，參加三民主義青年團，是否仍算共黨分子，有待商榷。,ch02_01_1.3_三台北縣的衝突情形,,
E0055,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二月二十八日下午,下午,,北部,台北縣鶯歌鎮,鶯歌,160,二月二十八日下午，鶯歌發生暴動。,ch02_01_1.3_三台北縣的衝突情形,,
E0056,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二月二十八日午後,下午,,中部,苗栗縣,苗栗區,230,二月二十八日午後，當事件消息經由電台廣播，傳抵苗栗地區以後，苗栗區地方人士為防止部分人士的活動與破壞，乃自動組織「防暴隊」，約有百餘人參加。,ch02_02_1.1_一苗栗縣,,
E0057,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二月二十八日午後,下午,,中部,苗栗縣,石油公司,230,石油公司亦自動組織「自衛隊」，保護公司的員工。,ch02_02_1.1_一苗栗縣,,
E0058,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,True,fuzzy,二十八日午後,下午,午後,中部,中部地區,,229.0,台北市發生查緝私煙事件後，二十八日午後收音機即傳出：「中南部的同胞們，立即響應台北市民，起來打倒貪官污吏！」的呼籲。,ch02_02_1_第二節_中部地區,,
E0059,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,False,fuzzy,,,承接前文午後時間,中部,中部地區,,,由台北回來的人們，也開始在中部地區傳佈台北發生衝突的經過。,ch02_02_1_第二節_中部地區,,
E0060,1947-02-28T06:00:00Z,1947-02-28T14:00:00+08:00,1947-02-28,14:00,False,fuzzy,,,承接前文午後時間,中部,台中市,台中地區,,台中地區民眾競相走告，青年學生、復員的台籍原日本軍人等，乃紛紛站出來，衝突時有所聞。,ch02_02_1_第二節_中部地區,,
E0061,1947-02-28T07:00:00Z,1947-02-28T15:00:00+08:00,1947-02-28,15:00,True,exact,下午三點,下午,15:00,北部,台北市,警備總司令部,47,下午三點，警備總司令部鑒於情勢危急，宣布戒嚴，並遣派武裝軍警巡邏市區，且開槍掃射。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0062,1947-02-28T07:00:00Z,1947-02-28T15:00:00+08:00,1947-02-28,15:00,True,fuzzy,下午,下午,戒嚴之後,北部,台北市,專賣總局、鐵路警察署、交通局,48,然而，民眾仍再包圍專賣總局、鐵路警察署、交通局等，而與軍警發生衝突，不少民眾、學生因而喪生。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0063,1947-02-28T07:00:00Z,1947-02-28T15:00:00+08:00,1947-02-28,15:00,False,fuzzy,其後,下午,,北部,台北市,台北市,,民眾由請願懲兇一變而為對抗公署。,ch02_01_1.1.2_2事件之爆發公署請願與衞兵開槍事件,,
E0064,1947-02-28T09:00:00Z,1947-02-28T17:00:00+08:00,1947-02-28,17:00,True,fuzzy,下午五時許,下午,約17時,北部,台北市,榮町、新台公司、台北車站、圓環夜市,50,下午五時許，榮町貿易局所開設之新台公司（台北最大的百貨公司）亦被搗毀，貨品被搬出焚燒，有乘機偷竊者則遭毒打。民眾凡見有汽車、卡車，均叫下乘客毒打，再推車至台北車站、圓環夜市附近，予以燒燬。據估計，被燒車輛約有十餘輛。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0065,1947-02-28T10:00:00Z,1947-02-28T18:00:00+08:00,1947-02-28,18:00,True,fuzzy,傍晚,傍晚,,東部,基隆市,基隆市,522,二月二十八日傍晚，台北緝煙事件的消息已傳到基隆。,ch02_04_1.1_一基隆市,False,基隆鄰近台北市，交通極便，故「二二八事件」發生後首先波及。二月二十八日傍晚，台北緝煙事件的消息已傳到基隆。是夜八時，基隆市第一警察分局遭群眾襲擊，該局槍枝被劫奪。同時，市內到處騷動，毆打外省人士，海軍士兵一人死亡、兵民十餘人受傷，經憲警及要塞司令部派出隊伍開槍鎮壓，加以驅散；並展開搜捕行動。
E0066,1947-02-28T11:30:00Z,1947-02-28T19:30:00+08:00,1947-02-28,19:30,True,exact,當晚七點半,晚上,19:30,北部,台北市,廣播電台,59;60,當晚七點半，參謀長柯遠芬、省參議會議長黃朝琴、市參議會議長周延壽、國大代表謝娥對市民廣播，希望民眾遵守秩序。其中，謝娥在廣播中，聲稱公署兵未開槍，而是民眾推擠，互相踐踏，以致若干人受輕傷；又說林江邁只受輕傷，非槍管打的。,ch02_01_1.1.2.3_3抗官與省籍衝突之激化,,
E0067,1947-02-28T12:00:00Z,1947-02-28T20:00:00+08:00,1947-02-28,20:00,True,exact,晚上八時,晚上,八時許,北部,桃園縣,大廟前廣場,,二月二十八日晚上八時，台北市發生抗爭事件之消息傳至桃園（新竹縣政府所在地），民眾不約而同聚會於大廟（今桃園市中正路、博愛路交界）前廣場，攻訐陳儀政府的惡政，要求打倒貪官污吏，情緖激昂。縣政府聞訊，即派出警察大隊前去驅散，但反而激起民眾之怒火。,ch02_01_1.4_1桃園縣,,
E0068,1947-02-28T12:00:00Z,1947-02-28T20:00:00+08:00,1947-02-28,20:00,True,fuzzy,同時,晚上,與大廟廣場聚會同時,北部,桃園縣,桃園縣戲院,179;180,同時，八百餘名海外復員青年，包括「台灣省政治建設協會」分子與台北之學生，聚集於桃園縣戲院，議論台北的慘案，並決定組織學生隊，進行抗爭。,ch02_01_1.4_1桃園縣,,
